id	chromosom	version	taxon	definition	organism	kingdom	phylum	class	order	family	genus	species
NC_017030	NC_017030	NC_017030.1	1144275	Corallococcus coralloides DSM 2259, complete genome.	Corallococcus coralloides DSM 2259	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus coralloides	
NC_017031	NC_017031	NC_017031.1	1117942	Corynebacterium pseudotuberculosis P54B96, complete genome.	Corynebacterium pseudotuberculosis P54B96	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis	
NC_017034	NC_017034	NC_017034.1	1041930	Methanocella conradii HZ254, complete genome.	Methanocella conradii HZ254	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella conradii	
NC_017046	NC_017046	NC_017046.1	1008297	Salmonella enterica subsp. enterica serovar Typhimurium str. 798,	Salmonella enterica subsp. enterica serova	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	
NC_017047	NC_017047	NC_017047.1	1151116	Rahnella aquatilis HX2, complete genome.	Rahnella aquatilis HX2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella	Rahnella aquatilis	
NC_017059	NC_017059	NC_017059.1	1150469	Rhodospirillum photometricum DSM 122 draft genome sequence.	Pararhodospirillum photometricum DSM 122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pararhodospirillum	Pararhodospirillum photometricum	
NC_017061	NC_017061	NC_017061.1	1155777	Bacillus amyloliquefaciens subsp. plantarum YAU B9601-Y2 complete	Bacillus methylotrophicus YAU B9601-Y2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methylotrophicus	
NC_017082	NC_017082	NC_017082.1	335659	Bradyrhizobium sp. S23321 DNA, complete genome.	Bradyrhizobium sp. S23321	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	null	
NC_017093	NC_017093	NC_017093.1	512565	Actinoplanes missouriensis 431 DNA, complete genome.	Actinoplanes missouriensis 431	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes missouriensis	
NC_017094	NC_017094	NC_017094.1	1162668	Leptospirillum ferrooxidans C2-3 DNA, complete genome.	Leptospirillum ferrooxidans C2-3	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferrooxidans	
NC_017095	NC_017095	NC_017095.1	771875	Fervidobacterium pennivorans DSM 9078, complete genome.	Fervidobacterium pennivorans DSM 9078	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium pennivorans	
NC_017100	NC_017100	NC_017100.1	634453	Acetobacter pasteurianus IFO 3283-03 DNA, complete genome.	Acetobacter pasteurianus IFO 3283-03	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	
NC_017108	NC_017108	NC_017108.1	634459	Acetobacter pasteurianus IFO 3283-12 DNA, complete genome.	Acetobacter pasteurianus IFO 3283-12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	
NC_017111	NC_017111	NC_017111.1	634457	Acetobacter pasteurianus IFO 3283-32 DNA, complete genome.	Acetobacter pasteurianus IFO 3283-32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	
NC_017121	NC_017121	NC_017121.1	634454	Acetobacter pasteurianus IFO 3283-07 DNA, complete genome.	Acetobacter pasteurianus IFO 3283-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	
NC_017125	NC_017125	NC_017125.1	634455	Acetobacter pasteurianus IFO 3283-22 DNA, complete genome.	Acetobacter pasteurianus IFO 3283-22	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	
NC_017146	NC_017146	NC_017146.1	634456	Acetobacter pasteurianus IFO 3283-26 DNA, complete genome.	Acetobacter pasteurianus IFO 3283-26	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	
NC_017150	NC_017150	NC_017150.1	634458	Acetobacter pasteurianus IFO 3283-01-42C DNA, complete genome.	Acetobacter pasteurianus IFO 3283-01-42C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	
NC_017161	NC_017161	NC_017161.1	608538	Hydrogenobacter thermophilus TK-6, complete genome.	Hydrogenobacter thermophilus TK-6	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus	
NC_017168	NC_017168	NC_017168.1	1035377	Yersinia pestis A1122, complete genome.	Yersinia pestis A1122	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	
NC_017188	NC_017188	NC_017188.1	999891	Bacillus amyloliquefaciens TA208, complete genome.	Bacillus amyloliquefaciens TA208	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	
NC_017190	NC_017190	NC_017190.1	1001582	Bacillus amyloliquefaciens LL3, complete genome.	Bacillus amyloliquefaciens LL3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	
NC_017191	NC_017191	NC_017191.1	1034836	Bacillus amyloliquefaciens XH7, complete genome.	Bacillus amyloliquefaciens XH7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	
NC_017195	NC_017195	NC_017195.1	1052588	Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	Bacillus subtilis subsp. subtilis str. RO-NN-1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	
NC_017196	NC_017196	NC_017196.2	645657	Bacillus subtilis subsp. natto BEST195, complete genome.	Bacillus subtilis subsp. natto BEST195	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	
NC_017200	NC_017200	NC_017200.1	930170	Bacillus thuringiensis serovar finitimus YBT-020, complete genome.	Bacillus thuringiensis serovar finitimu	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	
NC_017208	NC_017208	NC_017208.1	541229	Bacillus thuringiensis serovar chinensis CT-43, complete genome.	Bacillus thuringiensis serovar chinensis CT-43	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	
NC_017246	NC_017246,NC_017247	NC_017246.1,NC_017247.1	703352	Brucella melitensis M5-90 chromosome I, complete sequence.	Brucella melitensis M5-90	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	
NC_017249	NC_017249	NC_017249.1	1037409	Bradyrhizobium japonicum USDA 6 DNA, complete genome.	Bradyrhizobium japonicum USDA 6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum	
NC_017275	NC_017275	NC_017275.1	930943	Sulfolobus islandicus HVE10/4, complete genome.	Sulfolobus islandicus HVE10/4	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	
NC_017276	NC_017276	NC_017276.1	930945	Sulfolobus islandicus REY15A, complete genome.	Sulfolobus islandicus REY15A	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	
NC_017295	NC_017295	NC_017295.1	863638	Clostridium acetobutylicum EA 2018, complete genome.	Clostridium acetobutylicum EA 2018	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	
NC_017299	NC_017299	NC_017299.1	941968	Clostridium botulinum H04402 065, complete genome sequence.	Clostridium botulinum H04402 065	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	
NC_017300	NC_017300	NC_017300.1	679896	Corynebacterium pseudotuberculosis 1002, complete genome.	Corynebacterium pseudotuberculosis 1002	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis	
NC_017310	NC_017310	NC_017310.1	573059	Desulfovibrio vulgaris RCH1, complete genome.	Desulfovibrio vulgaris RCH1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	
NC_017317	NC_017317	NC_017317.1	945711	Corynebacterium ulcerans 809, complete genome.	Corynebacterium ulcerans 809	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ulcerans	
NC_017322	NC_017322	NC_017322.1	698936	Sinorhizobium meliloti BL225C, complete genome.	Sinorhizobium meliloti BL225C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	
NC_017325	NC_017325	NC_017325.1	707241	Sinorhizobium meliloti SM11, complete genome.	Sinorhizobium meliloti SM11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	
NC_017384	NC_017384	NC_017384.1	759362	Ketogulonigenium vulgarum WSH-001 chromosome, complete genome.	Ketogulonicigenium vulgare WSH-001	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	Ketogulonicigenium vulgare	
NC_017390	NC_017390	NC_017390.1	644651	Erwinia pyrifoliae DSM 12163 complete genome, culture collection	Erwinia pyrifoliae DSM 12163	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia pyrifoliae	
NC_017445	NC_017445	NC_017445.1	215689	Erwinia sp. Ejp617, complete genome.	Erwinia sp. Ejp617	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	null	
NC_017449	NC_017449	NC_017449.1	676032	Francisella cf. novicida 3523, complete genome.	Francisella cf. tularensis subsp. novicid	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	
NC_017450	NC_017450	NC_017450.1	984129	Francisella cf. novicida Fx1, complete genome.	Francisella cf. novicida Fx1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	
NC_017454	NC_017454	NC_017454.1	663917	Geobacter sulfurreducens KN400, complete genome.	Geobacter sulfurreducens KN400	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sulfurreducens	
NC_017529	NC_017529	NC_017529.1	563174	Listeria monocytogenes L99 serovar 4a, complete genome.	Listeria monocytogenes L99	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	
NC_017530	NC_017530	NC_017530.1	931281	Pseudomonas putida BIRD-1, complete genome.	Pseudomonas putida BIRD-1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	
NC_017531	NC_017531	NC_017531.1	932677	Pantoea ananatis AJ13355 DNA, complete genome.	Pantoea ananatis AJ13355	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea ananatis	
NC_017532	NC_017532	NC_017532.1	996285	Pseudomonas stutzeri DSM 4166, complete genome.	Pseudomonas stutzeri DSM 4166	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	
NC_017537	NC_017537	NC_017537.1	1030009	Listeria monocytogenes M7, complete genome.	Listeria monocytogenes M7	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	
NC_017542	NC_017542	NC_017542.1	1052684	Paenibacillus polymyxa M1 main chromosome, complete genome.	Paenibacillus polymyxa M1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	
NC_017544	NC_017544	NC_017544.1	393133	Listeria monocytogenes 10403S, complete genome.	Listeria monocytogenes 10403S	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	
NC_017545	NC_017545	NC_017545.1	393130	Listeria monocytogenes J0161, complete genome.	Listeria monocytogenes J0161	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	
NC_017546	NC_017546	NC_017546.1	393126	Listeria monocytogenes FSL R2-561, complete genome.	Listeria monocytogenes FSL R2-561	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	
NC_017547	NC_017547	NC_017547.1	393127	Listeria monocytogenes Finland 1998, complete genome.	Listeria monocytogenes Finland 1998	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	
NC_017548	NC_017548	NC_017548.1	941193	Pseudomonas aeruginosa M18, complete genome.	Pseudomonas aeruginosa M18	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	
NC_017549	NC_017549	NC_017549.1	1089456	Pseudomonas aeruginosa NCGM2.S1 DNA, complete genome.	Pseudomonas aeruginosa NCGM2.S1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	
NC_017551	NC_017551,NC_017552	NC_017551.1,NC_017552.1	573825	Leptospira interrogans serovar Lai str. IPAV chromosome 1, complete	Leptospira interrogans serovar Lai str. IPAV	Bacteria	Spirochaetes	Spirochaetia	null	Leptospiraceae	Leptospira	Leptospira interrogans	
NC_017559	NC_017559	NC_017559.1	859655	Ralstonia solanacearum CMR15, complete genome.	Ralstonia solanacearum CMR15	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	
NC_017574	NC_017574	NC_017574.1	1031711	Ralstonia solanacearum Po82, complete genome.	Ralstonia solanacearum Po82	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	
NC_017644	NC_017644	NC_017644.1	1033813	Escherichia coli NA114, complete genome.	Escherichia coli NA114	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	
NC_017651	NC_017651	NC_017651.1	885276	Escherichia coli str. 'clone D i2', complete genome.	Escherichia coli str. 'clone D i2'	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	
NC_017664	NC_017664	NC_017664.1	566546	Escherichia coli W, complete genome.	Escherichia coli W	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	
NC_017668	NC_017668	NC_017668.1	866895	Halobacillus halophilus DSM 2266 complete genome.	Halobacillus halophilus DSM 2266	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus halophilus	
NC_017671	NC_017671	NC_017671.1	1163399	Stenotrophomonas maltophilia D457 complete genome.	Stenotrophomonas maltophilia D457	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	
NC_017672	NC_017672	NC_017672.3	997761	Paenibacillus mucilaginosus K02, complete genome.	Paenibacillus mucilaginosus K02	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus mucilaginosus	
NC_017729	NC_017729	NC_017729.1	768494	Bacillus anthracis str. H9401, complete genome.	Bacillus anthracis str. H9401	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	
NC_017743	NC_017743	NC_017743.1	1127744	Bacillus sp. JS, complete genome.	Bacillus sp. JS	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	null	
NC_017765	NC_017765	NC_017765.1	1133850	Streptomyces hygroscopicus subsp. jinggangensis 5008, complete	Streptomyces hygroscopicus subsp. jinggangensi	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hygroscopicus	
NC_017770	NC_017770	NC_017770.1	929556	Solitalea canadensis DSM 3403, complete genome.	Solitalea canadensis DSM 3403	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	Solitalea canadensis	
NC_017790	NC_017790	NC_017790.1	745776	Deinococcus gobiensis I-0, complete genome.	Deinococcus gobiensis I-0	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus gobiensis	
NC_017803	NC_017803	NC_017803.1	134676	Actinoplanes sp. SE50/110, complete genome.	Actinoplanes sp. SE50/110	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	null	
NC_017845	NC_017845	NC_017845.1	1166016	Pectobacterium sp. SCC3193, complete genome.	Pectobacterium sp. SCC3193	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	null	
NC_017911	NC_017911	NC_017911.1	1037911	Pseudomonas fluorescens A506, complete genome.	Pseudomonas fluorescens A506	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	
NC_017912	NC_017912	NC_017912.1	1126211	Bacillus amyloliquefaciens Y2, complete genome.	Bacillus amyloliquefaciens Y2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	
NC_017920	NC_017920,NC_017921,NC_017922	NC_017920.1,NC_017921.1,NC_017922.1	416344	Burkholderia sp. KJ006 chromosome 1, complete sequence.	Burkholderia sp. KJ006	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	null	
NC_017955	NC_017955	NC_017955.1	477641	Modestobacter marinus str. BC501 chromosome, complete genome.	Modestobacter marinus	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	null	
NC_017964	NC_017964	NC_017964.1	1036672	Advenella kashmirensis WT001, complete genome.	Advenella kashmirensis WT001	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella kashmirensis	
NC_017986	NC_017986	NC_017986.1	231023	Pseudomonas putida ND6, complete genome.	Pseudomonas putida ND6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	
NC_018000	NC_018000	NC_018000.1	1185652	Sinorhizobium fredii USDA 257, complete genome.	Sinorhizobium fredii USDA 257	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii	
NC_018002	NC_018002	NC_018002.1	760154	Sulfurospirillum barnesii SES-3, complete genome.	Sulfurospirillum barnesii SES-3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum barnesii	
NC_018014	NC_018014	NC_018014.1	926566	Terriglobus roseus DSM 18391, complete genome.	Terriglobus roseus DSM 18391	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus roseus	
NC_018017	NC_018017	NC_018017.1	756499	Desulfitobacterium dehalogenans ATCC 51507, complete genome.	Desulfitobacterium dehalogenans ATCC 51507	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dehalogenans	
NC_018027	NC_018027	NC_018027.1	710421	Mycobacterium chubuense NBB4, complete genome.	Mycobacterium chubuense NBB4	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium chubuense	
NC_018028	NC_018028	NC_018028.1	1196835	Pseudomonas stutzeri CCUG 29243, complete genome.	Pseudomonas stutzeri CCUG 29243	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	
NC_018065	NC_018065	NC_018065.1	1002809	Solibacillus silvestris StLB046 DNA, complete genome.	Solibacillus silvestris StLB046	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	Solibacillus silvestris	
NC_018068	NC_018068	NC_018068.1	646529	Desulfosporosinus acidiphilus SJ4, complete genome.	Desulfosporosinus acidiphilus SJ4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus acidiphilus	
