progress	50.2																																														
Notes	Final	Who	known habitat	Isolation_ecosystem_category	Isolation_ecosystem_type	Kingdom	Phyla-Order	GOLD Project ID	Project Name	Other Names	Legacy ER Project ID	Legacy GOLD ID	NCBI BioProject Name	NCBI BioProject ID	NCBI BioProject Accession	NCBI Locus Tag	NCBI Bio Project Description	Project Comments	Project Description	Sequencing Comments	Library Method	Number Of Reads	Sequencing Depth	Vector	GC Percent	Chromosome Count	Plasmid Count	Cultured	Organism Type	ITS Proposal ID	ITS SPID	GPTS Proposal ID	PMO Project ID	Last Modified Date	Add Date	Genetically modified										Keywords for soil	
	1	Erick	Fresh water-Sediment-Soil	Aquatic	Freshwater	Bacteria	Proteobacteria	Gp0002255	Geobacter lovleyi SZ	Geobacter sp. Strain SZ	12153	Gc00815	Geobacter lovleyi SZ	17423	PRJNA17423	Glov			A delta-proteobacterium capable of chlororespiration						55	1	1	Yes	Natural			3453	16058	3/26/14	11/27/07												
	1	Erick	Fresh water-Sediment-Soil	Bioremediation	Metal	Bacteria	Proteobacteria	Gp0001486	Geobacter sp. FRC-32	Geobacter sp. FRC-32	11389	Gc00945	Geobacter sp. FRC-32	16263	PRJNA16263	Geob			Iron- and uranium-reducing bacterium				10x		53	1	0	Yes	Natural			3451	16057	8/18/14	11/27/07												
	1	Erick	Fresh water-Sediment-Soil	Terrestrial	Geologic	Bacteria	Proteobacteria	Gp0002256	Geobacter sp. M21	Geobacter sp. M21	12154	Gc01078	Geobacter sp. M21	20729	PRJNA20729	GM21			Uranium bioremediation site isolate.						60	1	0	Yes	Natural			300710	97123	3/26/14	11/27/07												
	1	Erick	Fresh water-Sludge-Soil-Wastewater	Wastewater	none	Bacteria	Proteobacteria	Gp0000312	Ralstonia eutropha H16		10272	Gc00414	Ralstonia eutropha H16	13603	PRJNA13603	H16			Model organism for hydrogen oxidation		"2.5, 25-45 kb"	101060			66	2	1	Yes	Natural					3/26/14	11/27/07												
		Erick	Fresh water-Sludge-Wastewater	Food production	none	Bacteria	Proteobacteria	Gp0000267	Syntrophobacter fumaroxidans MPOB	Synthophobacter fumaroxidans MPOB	10232	Gc00453	Syntrophobacter fumaroxidans MPOB	13013	PRJNA13013	Sfum			Syntrophic propionate-oxidizing bacterium						60	1	0	Yes	Natural			3535	16899	4/8/14	11/27/07												
clinical	1	Erick	Fresh water-Soil	none	none	Bacteria	Proteobacteria	Gp0016417	Acinetobacter baumannii BJAB07104		7342	Gc0007342	Acinetobacter baumannii BJAB07104	74421	PRJNA74421	BJAB07104			Acinetobacter baumannii BJAB07104 Genome sequencing						39	1	2	Yes	Natural					4/8/14	2/2/12												
clinical	1	Erick	Fresh water-Soil	none	none	Bacteria	Proteobacteria	Gp0016418	Acinetobacter baumannii BJAB0715		7343	Gc0007343	Acinetobacter baumannii BJAB0715	74423	PRJNA74423	BJAB0715			Acinetobacter baumannii BJAB0715 Genome sequencing						39	1	1	Yes	Natural					4/8/14	2/2/12												
clinical	1	Erick	Fresh water-Soil	none	none	Bacteria	Proteobacteria	Gp0016419	Acinetobacter baumannii BJAB0868		7344	Gc0007344	Acinetobacter baumannii BJAB0868	74425	PRJNA74425	BJAB0868			Acinetobacter baumannii BJAB0868 Genome sequencing						39	1	3	Yes	Natural					4/8/14	2/2/12												
	1	Erick	Fresh water-Soil	Terrestrial	Soil	Bacteria	Proteobacteria	Gp0000600	Bdellovibrio bacteriovorus HD100		10518	Gc00168	Bdellovibrio bacteriovorus HD100	9637	PRJNA9637	BD			A bacteriolytic organism that penetrates bacterial host cells and lives in the periplasmic space		"1-2 kb, 3-5 kb and 40kb inserts"		7x	"TOPO, EpiFOS"	51	1	0	Yes	Natural					4/8/14	11/27/07												
	1	Erick	Fresh water-Soil	Terrestrial	Soil	Bacteria	Proteobacteria	Gp0004311	Caulobacter segnis ATCC 21756	Caulobacter segnis ATCC 21756	14431	Gc01352	Caulobacter segnis ATCC 21756	37277	PRJNA37277	Cseg			Caulobacter segnis ATCC 21756 Genome Sequencing						68	1	0	Yes	Natural			100316	202769	4/8/14	1/17/09												
	1	Erick	Fresh water-Soil	none	none	Bacteria	Proteobacteria	Gp0000452	Cupriavidus necator JMP134	Ralstonia eutropha JMP-134	10393	Gc00292	Ralstonia eutropha JMP134	10646	PRJNA10646	Reut			Model organism for hydrogen oxidation and used for bioremediation of aromatic compounds		"3 kb, 40 kb"				64	2	2	Yes	Natural			300078	16313	4/8/14	11/27/07												
	1	Erick	Fresh water-Soil	Terrestrial	Soil	Bacteria	Proteobacteria	Gp0011151	"Cupriavidus necator N-1, ATCC 43291"		19687	Gc01868	Ralstonia eutropha N-1	67893	PRJNA67893	CNE			Cupriavidus necator N-1 Genome sequencing project						65	2	2	Yes	Natural					4/8/14	6/26/11												
	1	Erick	Fresh water-Soil	none	none	Bacteria	Proteobacteria	Gp0000642	Nitrosomonas europaea ATCC 19718	Nitrosomonas europaea	10552	Gc00134	Nitrosomonas europaea ATCC 19718	52	PRJNA52	NE			Nitrifying bacterium		one small-insert plasmid library (2?3 kb) and one large insert fosmid library (30kb)	110300	17.5x	"pUC18, pFos1"	51	1	0	Yes	Natural			300102	16216	5/5/14	11/27/07												
	1	Erick	Fresh water-Soil	Lab synthesis	none	Bacteria	Proteobacteria	Gp0000603	Rhodopseudomonas palustris CGA009	Rhodopseudomonas palustris CGA009	10521	Gc00165	Rhodopseudomonas palustris CGA009	57	PRJNA57	RPA			Metabolically diverse organism important in carbon cycle and bioremediation		2¿3 kb and 30kb fosmid inserts	117810	11.6x	"pUC18, pFos1"	65	1	1	Yes	Natural			300105	16340	5/20/14	11/27/07												
	1	Erick	Fresh water-Soil	none	none	Bacteria	Proteobacteria	Gp0003889	Rhodopseudomonas palustris DX-1	Rhodopseudomonas palustris DX-1	13768	Gc01656	Rhodopseudomonas palustris DX-1	38503	PRJNA38503	Rpdx1			Rhodopseudomonas palustris DX-1 genome sequencing project				30x		65	1	0	Yes	Natural			300141	400448	4/8/14	7/9/08												
marine	1	Erick	Fresh water-Soil	Terrestrial	Geologic	Bacteria	Proteobacteria	Gp0000166	Shewanella putrefaciens CN-32	Shewanella putrefaciens CN-32	10140	Gc00545	Shewanella putrefaciens CN-32	13393	PRJNA13393	Sputcn32			Marine bacterium						44	1	0	Yes	Natural			3698	16373	3/26/14	11/27/07												
	1	Erick	Fresh water-Solar saltern	Terrestrial	Geologic	Bacteria	Proteobacteria	Gp0000361	"Chromohalobacter salexigens 1H11, DSM 3043"	Chromohalobacter salexigens DSM 3043	10315	Gc00371	Chromohalobacter salexigens DSM 3043	12636	PRJNA12636	Csal			A moderate halophile which can grow on a variety of salts				11.5x Sanger		64	1	0	Yes	Natural			300192	16943	5/20/14	11/27/07												
		Erick	Fresh water-Wastewater	none	none	Bacteria	Proteobacteria	Gp0000348	Pseudomonas entomophila L48		10303	Gc00383	Pseudomonas entomophila L48	16800	PRJNA16800	PSEEN			Entomopathogenic bacterium that kills Drosophila melanogaster and other insects				10x		64	1	0	Yes	Natural					8/18/14	11/27/07												
		Erick	Fruits	none	none	Bacteria	Proteobacteria	Gp0021861	Pseudomonas syringae pv. actinidia ICMP 9617		25919	Gc0025919	Pseudomonas syringae pv. actinidia ICMP 9617	167426	PRJNA167426	A250			Bacterial canker of kiwifruit; also known as Kiwifruit vine disease. Source location: Japan				50x			1	1	Yes	Natural					6/9/14	6/8/12												
		Erick	Fruits	none	none	Bacteria	Proteobacteria	Gp0016761	Pseudomonas syringae pv. actinidiae ICMP 18884		7223	Gc0007223	Pseudomonas syringae pv. actinidiae ICMP 18884	71845	PRJNA71845	IYO			Pseudomonas syringae pv. actinidiae ICMP 18884 Genome sequencing				50x			1	1	Yes	Natural					6/9/14	2/2/12												
		Erick	Gastrointestinal tract	none	none	Bacteria	Proteobacteria	Gp0016878	Escherichia coli K-12 subMDS42		7024	Gc0007024	Escherichia coli str. K-12 substr. MDS42	78215	PRJDB5	ECMDS42			"Escherichia coli str. K-12 substr. MDS42, complete genome"				300x		51	1	0	Yes	Natural					4/8/14	2/2/12												
		Erick	Gastrointestinal tract	Human	none	Bacteria	Proteobacteria	Gp0020405	Escherichia coli O104:H4 2011C-3493		9684	Gc0009684	Escherichia coli O104:H4 str. 2011C-3493	81095	PRJNA81095	O3K			Escherichia coli O104:H4 str. 2011C-3493 Genome sequencing						51	1	3	Yes	Natural					8/18/14	4/4/12												
gut	0	Erick	Gastrointestinal tract-Host	Fish	none	Bacteria	Proteobacteria	Gp0036127	Edwardsiella tarda C07-087		41093	Gc0041093	Edwardsiella tarda C07-087	187997	PRJNA187997	ETAC			"Edwardsiella tarda is the only known pathogen in the family Enterobacteriaceae that causes disease in both humans and poikilothermic species. In humans, E. tarda is typically associated with gastrointestinal infections and may progress to septicemia. In catfish, E. tarda causes a sporadic disease called emphysematous putrefactive disease, which may begin as small punctate cutaneous erosions that progress to abscesses deep within the musculature. However, E. tarda is increasingly being isolated from large outbreaks of gastrointestinal septicemia in commercial catfish operations. E. tarda isolate C07-087 is from an outbreak of gastrointestinal septicemia in a commercial catfish pond in Mississippi."				175x		60	1	0	Yes	Natural					8/18/14	2/26/13												
		Erick	Gastrointestinal tract-Host	Human	none	Bacteria	Proteobacteria	Gp0020406	Escherichia coli O104:H4 2009EL-2050		9685	Gc02331	Escherichia coli O104:H4 str. 2009EL-2050	81097	PRJNA81097	O3M			Isolated from a human patient from a 2009 outbreak of E coli in the Republic of Georgia						51	1	3	Yes	Natural					3/26/14	4/4/12												
		Erick	Gastrointestinal tract-Host	Human	Excretory system	Bacteria	Proteobacteria	Gp0014291	Escherichia coli O55:H7 RM12579	EPEC O55-H7 RM12579	6395	Gc02100	Escherichia coli O55:H7 str. RM12579	68245	PRJNA68245	ECO55CA74			"Enteropathogenic Escherichia coli (EPEC) is a leading cause of infant mortality and morbidity in developing countries. In spite of this, only two EPEC genomes have been fully sequenced: the typical, model EPEC strain E2348/69 (O127:H6), and the contemporary, atypical EPEC strain CB9615 (O55:H7, Germany, 2003). This latter serotype has been established as a recent precursor to the virulent, enterohemorrhagic E. coli serotype O157:H7. We chose to sequence strain RM12579 (California, 1974) due to its proximity in time and space to the first O157:H7 isolated in the US, a California isolate from 1975"		8 kb paired end and shotgun	522540	33x		50	1	5	Yes	Natural					4/8/14	2/1/12												
		Erick	Gastrointestinal tract-Host	Insecta	Digestive system	Bacteria	Proteobacteria	Gp0022750	Snodgrassella alvi wkB2	"Snodgrassella alvi wkB2, NCIMB 14803, ATCC BAA-2449, NRRL B-59751"	26800	Gc0026800	Snodgrassella alvi wkB2	167602	PRJNA167602	SALWKB2			isolate from bee guts.		mate-pair				41	1	0	Yes	Natural					5/11/14	7/5/12												
		Erick	Gut of the body louse-Host	none	none	Bacteria	Proteobacteria	Gp0000573	Bartonella quintana Toulouse		10495	Gc00191	Bartonella quintana str. Toulouse	44	PRJNA44	BQ			Causes bacillary angiomatosis			59059		M13	39	1	0	Yes	Natural					3/26/14	11/27/07												
		Erick	Hare-Host-Pig	none	none	Bacteria	Proteobacteria	Gp0095620	Brucella suis bv. 2 Bs143CITA		74483	Gc0074483	Brucella suis bv. 2	242205	PRJNA242205	BSSP1			Brucella suis biovar 2 str. Bs143CITA is a field strain isolated in Spain from wild boar (Sus scrofa). This strain will be third Iberian isolated to be sequenced and will increase the knowledge into evolution and pangenome of this species.						57	2	0	Yes	Natural					8/18/14	6/11/14												
		Erick	Hare-Host-Pig	none	none	Bacteria	Proteobacteria	Gp0091452	Brucella suis bv. 2 Bs396CITA		72528	Gc0072528	Brucella suis biovar 2 strain Bs396CITA	242297	PRJNA242297	BSSP3			Brucella suis biovar 2 str. Bs396CITA is a field strain isolated from a wild boar (Sus scrofa) in Spain. This will be the fifth B. suis biovar 2 complete genome to be sequenced and annotated and will increase the knowledge into the evolution and pangenome of genus Brucella.						57	2	0	Yes	Natural					8/18/14	4/2/14												
		Erick	Hare-Host-Pig	none	none	Bacteria	Proteobacteria	Gp0095618	Brucella suis bv. 2 PT09143		74481	Gc0074481	Brucella suis bv. 2	241449	PRJNA241449	BSPT1			Comparative analysis of Brucella suis biovar 2 strains						57	2	0	Yes	Natural					8/18/14	6/11/14												
		Erick	Hare-Pig	none	none	Bacteria	Proteobacteria	Gp0095619	Brucella suis bv. 2 Bs364CITA		74482	Gc0074482	Brucella suis bv. 2	242287	PRJNA242287	BSSP2			"Brucella suis biovar 2 str. Bs364CITA is a field strain isolated in Spain, from wild boar (Sus scrofa). The release of the complete genome sequence will provide insights into the evolution and pangenome of genus Brucella."						57	2	0	Yes	Natural					8/18/14	6/11/14												
		Erick	Hare-Pig	none	none	Bacteria	Proteobacteria	Gp0095617	Brucella suis bv. 2 PT09172		74480	Gc0074480	Brucella suis bv. 2	242123	PRJNA242123	BSPT2			Brucella suis biovar 2 str. PT09172 is a field strain isolated in Portugal from wild boar (Sus scrofa). The release of the complete genome sequence will provide insights into the evolution and pangenome of genus Brucella.						57	2	0	Yes	Natural					8/18/14	6/11/14												
		Erick	Hind-gut of cockroaches-Host	Insecta	Digestive system	Bacteria	Proteobacteria	Gp0001398	Shimwellia blattae DSM 4481		11303	Gc02304	Escherichia blattae DSM 4481	36307	PRJNA36307	EBL			coenzyme B(12)-producing enteric bacterium						57	1	0	Yes	Natural					4/8/14	11/27/07												
	1	Erick	Host	none	none	Bacteria	Proteobacteria	Gp0075667	"Achromobacter xylosoxidans NBRC 15126, ATCC 27061"		64547	Gc0064547	Achromobacter xylosoxidans NBRC 15126 = ATCC 27061	209573	PRJNA209573	AX27061			Compare genome of the type strain with clinical isolate.				150x		68	1	0	Yes	Natural					5/20/14	1/14/14												
	1	Erick	Host	none	none	Bacteria	Proteobacteria	Gp0006592	Achromobacter xylosoxidans NH44784-1996		16441	Gc0016441	Achromobacter xylosoxidans	40627	PRJNA40627	NH44784			Achromobacter xylosoxidans NH44784-1996 genome project						67	1	7	Yes	Natural					4/15/14	1/18/10												
	1	Erick	Host	Plants	Phylloplane	Bacteria	Proteobacteria	Gp0005024	Acidovorax avenae avenae ATCC 19860	Acidovorax avenae subsp. avenae ATCC 19860	14822	Gc01650	Acidovorax avenae subsp. avenae ATCC 19860	37867	PRJNA37867	Acav			The causal agent of several plant diseases		WGS single random library				69	1	0	Yes	Natural			300015	400085	4/8/14	5/8/09												
	1	Erick	Host	none	none	Bacteria	Proteobacteria	Gp0000231	Acidovorax avenae citrulli AAC00-1	Acidovorax avenae subsp. Citrulli	10201	Gc00484	Acidovorax avenae subsp. citrulli AAC00-1	15708	PRJNA15708	Aave			The causal agent of Bacterial Fruit Blotch disease				11x		69	1	0	Yes	Natural			3198	16913	4/8/14	11/27/07												
clinical	0	Erick	Host	Human	Circulatory system	Bacteria	Proteobacteria	Gp0004394	Acinetobacter baumannii AB307-0294		14160	Gc00894	Acinetobacter baumannii AB307-0294	30993	PRJNA30993	ABBFA			Clinical isolate				20x		39	1	0	Yes	Natural					3/26/14	12/3/08												
clinical	0	Erick	Host	none	none	Bacteria	Proteobacteria	Gp0008441	Acinetobacter baumannii MDR-TJ		17900	Gc0017900	Acinetobacter baumannii MDR-TJ	52959	PRJNA52959	ABTJ			Acinetobacter baumannii MDR-TJ genome sequencing				100x		39	1	2	Yes	Natural					4/8/14	9/27/10												
clinical	0	Erick	Host	Lab synthesis	none	Bacteria	Proteobacteria	Gp0004395	Acinetobacter baumannii MDR-ZJ06		14161	Gc01982	Acinetobacter baumannii MDR-ZJ06	28333	PRJNA28333	ABZJ			Multidrug resistant isolate						39	1	1	Yes	Natural					4/8/14	12/3/08												
host associated	0	Erick	Host	none	none	Bacteria	Proteobacteria	Gp0004438	Anaplasma centrale Israel		14173	Gc01141	Anaplasma centrale str. Israel	32765	PRJNA32765	ACIS			South African strain			10752	6.5x		50	1	0	Yes	Natural					3/26/14	12/15/08												
host associated	0	Erick	Host	Mammals	Circulatory system	Bacteria	Proteobacteria	Gp0000938	Anaplasma marginale Florida		10829	Gc00951	Anaplasma marginale str. Florida	16369	PRJNA16369	AMF			Causes bovine anaplasmosis		"100-kb BAC libraries, 3kb inserts"		7x		50	1	0	Yes	Natural					3/26/14	11/27/07												
host associated	0	Erick	Host	Mammals	none	Bacteria	Proteobacteria	Gp0000517	Anaplasma marginale St. Maries		10446	Gc00239	Anaplasma marginale str. St. Maries	40	PRJNA40	AM			Causes bovine anaplasmosis						50	1	0	Yes	Natural					3/26/14	11/27/07												
host associated	0	Erick	Host	Human	none	Bacteria	Proteobacteria	Gp0000384	Anaplasma phagocytophilum HZ		10335	Gc00351	Anaplasma phagocytophilum HZ	336	PRJNA336	APH			Obligate intracellular pathogen that causes human granulocytic anaplasmosis						42	1	0	Yes	Natural					5/5/14	11/27/07												
	1	Erick	Host	Plants	none	Bacteria	Proteobacteria	Gp0000030	Azorhizobium caulinodans ORS 571		10016	Gc00669	Azorhizobium caulinodans ORS 571	19267	PRJNA19267	AZC			A stem-nodulating nitrogen-fixing bacteria						67	1	0	Yes	Natural					3/26/14	11/27/07												
		Erick	Host	Mammals	none	Bacteria	Proteobacteria	Gp0010259	Bartonella clarridgeiae 73		19020	Gc01607	Bartonella clarridgeiae 73	42109	PRJEA42109	BARCL			"lla clarridgeiae 73 Bartonella clarridgeiae was first identified from a case of cat scratch fever in a veterinarian who had been bitten by a cat. This organism has subsequently been identified in both cats and dogs. Cats, which are infected by fleas carrying the bacteria, in turn infect humans when scratching or biting them, hence the name. A small red bump forms at the site of infection, followed 2-3 weeks later by a painful swelling of the lymph node. In immunocompromized patients, more severe progress may be observed, including encephalitis, swelling of the spleen, and heart valve infection. Approximately 24 000 cases are reported in the US each year."						36	1	0	Yes	Natural					4/8/14	2/11/11												
human-host	0	Erick	Host	Human	Circulatory system	Bacteria	Proteobacteria	Gp0000572	Bartonella henselae Houston-1		10494	Gc00192	Bartonella henselae str. Houston-1	196	PRJNA196	BH			Causes bacillary angiomatosis			59059		M13	38	1	0	Yes	Natural					3/26/14	11/27/07												
		Erick	Host	Mammals	none	Bacteria	Proteobacteria	Gp0024035	Bartonella quintana RM-11		28624	Gc02319	Bartonella quintana RM-11	173218	PRJNA173218	RM11			Bartonella quintana isolated from rhesus macaque.						39	1	0	Yes	Natural					4/8/14	8/29/12												
human-host	0	Erick	Host	Mammals	Circulatory system	Bacteria	Proteobacteria	Gp0001035	Bartonella tribocorum CIP 105476		10917	Gc00700	Bartonella tribocorum CIP 105476	28109	PRJNA28109	BTR			Intracellular pathogen isolated from wild rats		"3-5kb, 35-43kb, 100-180kb"		11x	"TOPO, Epicentre, Bio S&T"	39	1	1	Yes	Natural					8/18/14	11/27/07												
		Erick	Host	Mammals	none	Bacteria	Proteobacteria	Gp0017557	Bartonella vinsonii berkhoffii Winnie		7886	Gc0007886	Bartonella vinsonii subsp. berkhoffii str. Winnie	73951	PRJNA73951	BVWIN			Bartonella vinsonii subsp. berkhoffii str. Winnie Genome sequencing				29x		39	1	0	Yes	Natural					3/26/14	2/2/12												
		Erick	Host	Birds	none	Bacteria	Proteobacteria	Gp0000324	Bordetella avium 197N		10282	Gc00404	Bordetella avium 197N	27	PRJNA27	BAV			Causes bordetellosis				9.33x		62	1	0	Yes	Natural					3/26/14	11/27/07												
		Erick	Host	none	none	Bacteria	Proteobacteria	Gp0034984	Bordetella bronchiseptica 253	Bordetella bronchiseptica 253 (ST27)	39719	Gc0039719	Bordetella bronchiseptica 253	178265	PRJEB138	BN112			"The genus Bordetella contains nine designated species, three of which are so closely related that they are considered subspecies and are referred to as the ?Classical Bordetella?; B. pertussis, B. parapertussis and B. bronchiseptica. These subspecies are phylogenetically closely related, yet differ in some of the most interesting and important characteristics of pathogens including host range, virulence and persistence. For a more comprehensive picture of lineage evolution, we sequenced seven additional diverse Classical Bordetella isolates. Conducting comparative analyses of these strains with published genomes will give us insight into the pan-genome of the Classical Bordetellae, reflecting the substantial phenotypic diversity of these versatile subspecies in various hosts."						68	1	0	Yes	Natural					3/26/14	1/15/13												
